transaction_id,transaction_date,transaction_type,document_no,business_name,branch,sales_channel,customer_type,customer_id,supplier_name,product_category,product_name,quantity,unit_price_kes,discount_pct,gross_sales_kes,net_sales_kes,unit_cost_kes,cogs_kes,gross_profit_kes,expense_category,expense_amount_kes,cash_in_kes,cash_out_kes,amount_received_kes,accounts_receivable_change_kes,accounts_payable_change_kes,inventory_qty_change,inventory_value_change_kes,payment_method,salesperson_or_staff,manual_entry_flag
TXN-00754,2025-08-02,SALE,INV-2508-0754,Rongai Home & Agro Supplies,Kiserian,Walk-in,Reseller,CUS-1070,,Paints,Paint Brush 4in,6,177.01,0.0431,1062.06,1016.29,94.12,564.72,451.57,,0,1016.29,0,1016.29,-0.0,0,-6,-564.72,,CN,0
TXN-01682,2026-04-07,SALE,INV-2604-1682,Rongai Home & Agro Supplies,Ongata Rongai,WhatsApp,Contractor,CUS-1094,,Building Materials,Galvanized Roofing Sheet 3m,14,1142.81,0.0349,15999.34,15440.96,982.01,13748.14,1692.82,,0,6176.38,0,6176.38,-9264.58,0,-14,-13748.14,,AM,0
TXN-01386,2026-01-14,PURCHASE,GRN-2601-1386,Rongai Home & Agro Supplies,Ongata Rongai,Supplier,,,Mara Distributors,Plumbing,PVC Tee 20mm,16,51.0,0,0,0,51.0,816.0,0,Purchase,0,612.0,204.0,0,0,0,16,816.0,,ER,0
TXN-00443,2025-05-01,SALE,INV-2505-0443,Rongai Home & Agro Supplies,Ongata Rongai,WhatsApp,Contractor,CUS-1040,,Hardware,Hammer 16oz,3,800.66,0.0653,2401.98,2245.13,496.81,1490.43,754.7,,0,0.0,0,0.0,-2245.13,0,-3,-1490.43,,CN,0
TXN-00604,2025-06-19,SALE,INV-2506-0604,Rongai Home & Agro Supplies,Ongata Rongai,Phone Order,Farmer,CUS-1024,,Animal Feeds,Mineral Lick 2kg,1,648.03,0.03,648.03,628.59,404.91,404.91,223.68,,0,628.59,0,628.59,-0.0,0,-1,-404.91,,ER,0
TXN-00949,2025-09-23,SALE,INV-2509-0949,Rongai Home & Agro Supplies,Ongata Rongai,M-Pesa Till,Retail,CUS-1180,,Electrical,Switch 1 Gang,4,246.08,0.03,984.32,954.79,151.78,607.12,347.67,,0,954.79,0,954.79,-0.0,0,-4,-607.12,,CN,0
TXN-00381,2025-04-16,PURCHASE,GRN-2504-0381,Rongai Home & Agro Supplies,Kiserian,Supplier,,,Nairobi Electrical Mart,Agro Inputs,Knapsack Sprayer 20L,5,3341.07,0,0,0,3341.07,16705.35,0,Purchase,0,0.0,16705.35,0,0,0,5,16705.35,,JK,0
TXN-01389,2026-01-15,SALE,INV-2601-1389,Rongai Home & Agro Supplies,Ongata Rongai,Phone Order,Farmer,CUS-1115,,Plumbing,20mm PVC Pipe 6m,1,810.73,0.03,810.73,786.41,627.55,627.55,158.86,,0,786.41,0,786.41,-0.0,0,-1,-627.55,,DK,0
TXN-00305,2025-03-29,SALE,INV-2503-0305,Rongai Home & Agro Supplies,Kiserian,WhatsApp,Retail,CUS-1021,,Building Materials,Cement 50kg,3,821.54,0.05,2464.62,2341.39,665.96,1997.88,343.51,,0,2341.39,0,2341.39,-0.0,0,-3,-1997.88,,JK,0
TXN-00007,2025-01-02,SALE,INV-2501-0007,Rongai Home & Agro Supplies,Ongata Rongai,WhatsApp,Institution,CUS-1159,,Electrical,Socket 13A,5,415.33,0.0638,2076.65,1944.16,226.98,1134.9,809.26,,0,1944.16,0,1944.16,-0.0,0,-5,-1134.9,,CN,0
TXN-02164,2026-08-25,EXPENSE,EXP-2608-2164,Rongai Home & Agro Supplies,Kiserian,Back Office,,,,,,0,0,0,0,0,0,0,0,Transport,3090.56,0,3090.56,0,0,0,0,0,M-PESA,AM,0
TXN-02098,2026-08-06,SALE,INV-2608-2098,Rongai Home & Agro Supplies,Ongata Rongai,Phone Order,Retail,CUS-1177,,Building Materials,Galvanized Roofing Sheet 3m,2,1123.45,0.05,2246.9,2134.55,1009.52,2019.04,115.51,,0,2134.55,0,2134.55,-0.0,0,-2,-2019.04,,JK,0
TXN-02238,2025-11-17,SUPPLIER_PAYMENT,SP-2511-2238,Rongai Home & Agro Supplies,Ongata Rongai,Supplier,,,Nairobi Electrical Mart,,,0,0,0,0,0,0,0,0,Supplier Payment,0,0,34862.0,0,0,0,0,0,Bank Transfer,CN,0
TXN-01187,2025-11-26,SALE,INV-2511-1187,Rongai Home & Agro Supplies,Ongata Rongai,Walk-in,Farmer,CUS-1053,,Household,Jerrycan 20L,1,752.7,0.05,752.7,715.07,486.26,486.26,228.81,,0,715.07,0,715.07,-0.0,0,-1,-486.26,,JK,0
TXN-01887,2026-06-05,SALE,INV-2606-1887,Rongai Home & Agro Supplies,Ongata Rongai,Walk-in,Farmer,CUS-1157,,Paints,Paint Brush 4in,1,181.64,0.02,181.64,178.01,101.38,101.38,76.63,,0,178.01,0,178.01,-0.0,0,-1,-101.38,,AM,0
TXN-00613,2025-06-23,SALE,INV-2506-0613,Rongai Home & Agro Supplies,Ongata Rongai,Walk-in,Contractor,CUS-1045,,Plumbing,Basin Tap Chrome,14,1405.48,0.0204,19676.72,19275.31,909.57,12733.98,6541.33,,0,0.0,0,0.0,-19275.31,0,-14,-12733.98,,CN,0
TXN-00408,2025-04-23,SALE,INV-2504-0408,Rongai Home & Agro Supplies,Ongata Rongai,Credit Customer,Contractor,CUS-1001,,Paints,20L Emulsion Paint,8,5008.87,0.0588,40070.96,37714.79,3794.39,30355.12,7359.67,,0,0.0,0,0.0,-37714.79,0,-8,-30355.12,,DK,0
TXN-00486,2025-05-14,SALE,INV-2505-0486,Rongai Home & Agro Supplies,Kiserian,Phone Order,Retail,CUS-1061,,Paints,Paint Brush 4in,1,172.28,0,172.28,172.28,96.15,96.15,76.13,,0,172.28,0,172.28,-0.0,0,-1,-96.15,,CN,0
TXN-00453,2025-05-05,SALE,INV-2505-0453,Rongai Home & Agro Supplies,Ongata Rongai,WhatsApp,Retail,CUS-1099,,Electrical,Switch 1 Gang,1,266.74,0.03,266.74,258.74,149.32,149.32,109.42,,0,258.74,0,258.74,-0.0,0,-1,-149.32,,CN,0
TXN-00260,2025-03-17,SALE,INV-2503-0260,Rongai Home & Agro Supplies,Ongata Rongai,M-Pesa Till,Retail,CUS-1095,,Hardware,Padlock 50mm,1,695.62,0.02,695.62,681.71,404.59,404.59,277.12,,0,681.71,0,681.71,-0.0,0,-1,-404.59,,ER,0
TXN-01895,2026-06-07,CUSTOMER_PAYMENT,RCPT-2606-1895,Rongai Home & Agro Supplies,Kiserian,Collections,Contractor,CUS-1111,,,,0,0,0,0,0,0,0,0,Customer Collection,0,5776.0,0,5776.0,5776.0,0,0,0,M-PESA,CN,0
TXN-00188,2025-02-24,REFUND,REF-2502-0188,Rongai Home & Agro Supplies,Ongata Rongai,Counter,Farmer,CUS-1059,,Building Materials,Cement 50kg,-1,753.22,0,0,629.25,633.34,0,-629.25,Customer Refund,629.25,0,629.25,0,0,629.25,0,0,refund,CN,0
TXN-00565,2025-06-07,SALE,INV-2506-0565,Rongai Home & Agro Supplies,Kiserian,M-Pesa Till,Retail,CUS-1077,,Plumbing,PVC Elbow 20mm,11,77.51,0.05,852.61,809.98,42.02,462.22,347.76,,0,809.98,0,809.98,-0.0,0,-11,-462.22,,BM,0
TXN-00485,2025-05-13,SALE,INV-2505-0485,Rongai Home & Agro Supplies,Ongata Rongai,Phone Order,Retail,CUS-1011,,Plumbing,PVC Elbow 20mm,9,74.47,0.08,670.23,616.61,43.09,387.81,228.8,,0,616.61,0,616.61,-0.0,0,-9,-387.81,,DK,0
TXN-01869,2026-05-30,SALE,,Rongai Home & Agro Supplies,Kiserian,M-Pesa Till,Retail,CUS-1129,,Building Materials,Cement 50kg,6,764.12,0,4584.72,4584.72,743.49,4460.94,123.78,,0,4584.72,0,4584.72,-0.0,0,-6,-4460.94,,JK,0
TXN-00141,2025-02-10,SALE,INV-2502-0141,Rongai Home & Agro Supplies,Kiserian,M-Pesa Till,Retail,CUS-1082,,Plumbing,25mm PVC Pipe 6m,2,1118.2,0,2236.4,2236.4,748.46,1496.92,739.48,,0,2236.4,0,2236.4,-0.0,0,-2,-1496.92,,BM,0
TXN-00645,2025-07-01,SALE,INV-2507-0645,Rongai Home & Agro Supplies,Kiserian,M-Pesa Till,Retail,CUS-1158,,Electrical,Socket 13A,3,384.65,0,1153.95,1153.95,219.75,659.25,494.7,,0,1153.95,0,1153.95,-0.0,0,-3,-659.25,,JK,0
TXN-01897,2026-06-08,SALE,INV-2606-1897,Rongai Home & Agro Supplies,Kiserian,Phone Order,Retail,CUS-1030,,Agro Inputs,Knapsack Sprayer 20L,1,4473.69,0,4473.69,4473.69,3530.26,3530.26,943.43,,0,4473.69,0,4473.69,-0.0,0,-1,-3530.26,,AM,0
TXN-00197,2025-02-26,SALE,INV-2502-0197,Rongai Home & Agro Supplies,Kiserian,WhatsApp,Farmer,CUS-1048,,Hardware,Panga,3,1010.97,0.03,3032.91,2941.92,557.24,1671.72,1270.2,,0,2941.92,0,2941.92,-0.0,0,-3,-1671.72,,AM,0
TXN-01699,2026-04-11,CUSTOMER_PAYMENT,RCPT-2604-1699,Rongai Home & Agro Supplies,Kiserian,Collections,Contractor,CUS-1003,,,,0,0,0,0,0,0,0,0,Customer Collection,0,12850.0,0,12850.0,12850.0,0,0,0,Bank Transfer,DK,0
TXN-00950,2025-09-24,SALE,INV-2509-0950,Rongai Home & Agro Supplies,Kiserian,M-Pesa Till,Institution,CUS-1155,,Agro Inputs,CAN Fertilizer 50kg,3,5309.44,0.0381,15928.32,15321.45,4084.97,12254.91,3066.54,,0,6128.58,0,6128.58,-9192.87,0,-3,-12254.91,,CN,0
TXN-00763,2025-08-05,SALE,INV-2508-0763,Rongai Home & Agro Supplies,Kiserian,WhatsApp,Contractor,CUS-1108,,Plumbing,Basin Tap Chrome,13,1474.69,0.0731,19170.97,17769.57,929.23,12079.99,5689.58,,0,17769.57,0,17769.57,-0.0,0,-13,-12079.99,,JK,0
TXN-00562,2025-06-06,SALE,INV-2506-0562,Rongai Home & Agro Supplies,Ongata Rongai,Phone Order,Contractor,CUS-1020,,Agro Inputs,Maize Seed 2kg,9,633.24,0.0472,5699.16,5430.16,456.48,4108.32,1321.84,,0,5430.16,0,5430.16,-0.0,0,-9,-4108.32,,BM,0
TXN-00256,2025-03-15,SALE,INV-2503-0256,Rongai Home & Agro Supplies,Ongata Rongai,WhatsApp,Retail,CUS-1147,,Agro Inputs,,1,950.56,0.05,950.56,903.03,627.9,627.9,275.13,,0,903.03,0,903.03,-0.0,0,-1,-627.9,,BM,0
TXN-00027,2025-01-08,SALE,INV-2501-0027,Rongai Home & Agro Supplies,Kiserian,Phone Order,Retail,CUS-1091,,Electrical,Switch 1 Gang,1,278.8,0,278.8,278.8,147.62,147.62,131.18,,0,278.8,0,278.8,-0.0,0,-1,-147.62,,BM,0
TXN-01166,2025-11-20,SALE,INV-2511-1166,Rongai Home & Agro Supplies,Ongata Rongai,WhatsApp,Reseller,CUS-1044,,Household,Jerrycan 20L,7,832.73,0.0346,5829.11,5627.42,506.5,3545.5,2081.92,,0,2250.97,0,2250.97,-3376.45,0,-7,-3545.5,,ER,0
TXN-00199,2025-02-26,SALE,INV-2502-0199,Rongai Home & Agro Supplies,Kiserian,M-Pesa Till,Retail,CUS-1161,,Electrical,Switch 1 Gang,1,269.56,0.08,269.56,248.0,150.39,150.39,97.61,,0,248.0,0,248.0,-0.0,0,-1,-150.39,,CN,0
TXN-01280,2025-12-19,SALE,INV-2512-1280,Rongai Home & Agro Supplies,Kiserian,Phone Order,Contractor,CUS-1010,,Electrical,Socket 13A,10,393.69,0.0455,3936.9,3757.77,230.26,2302.6,1455.17,,0,3757.77,0,3757.77,-0.0,0,-10,-2302.6,,CN,0
TXN-01826,2026-05-17,EXPENSE,EXP-2605-1826,Rongai Home & Agro Supplies,Ongata Rongai,Back Office,,,,,,0,0,0,0,0,0,0,0,Internet,4558.55,0,4558.55,0,0,0,0,0,Bank Transfer,JK,0
TXN-02122,2026-08-13,SALE,INV-2608-2122,Rongai Home & Agro Supplies,Kiserian,WhatsApp,Retail,CUS-1177,,Building Materials,2x2 Timber 12ft,1,561.26,0.05,561.26,533.2,414.7,414.7,118.5,,0,533.2,0,533.2,-0.0,0,-1,-414.7,,DK,0
TXN-01213,2025-12-03,SALE,INV-2512-1213,Rongai Home & Agro Supplies,Ongata Rongai,Walk-in,Retail,CUS-1177,,Building Materials,Cement 50kg,7,821.87,0,5753.09,5753.09,669.62,4687.34,1065.75,,0,5753.09,0,5753.09,-0.0,0,-7,-4687.34,,CN,0
TXN-00704,2025-07-18,SALE,INV-2507-0704,Rongai Home & Agro Supplies,Ongata Rongai,Credit Customer,Contractor,CUS-1046,,Hardware,Padlock 50mm,8,686.56,0.0692,5492.48,5112.4,420.95,3367.6,1744.8,,0,2556.2,0,2556.2,-2556.2,0,-8,-3367.6,,CN,0
TXN-00898,2025-09-10,SALE,INV-2509-0898,Rongai Home & Agro Supplies,Ongata Rongai,Phone Order,Reseller,CUS-1007,,Building Materials,Cement 50kg,10,772.81,0.0346,7728.1,7460.71,654.27,6542.7,918.01,,0,7460.71,0,7460.71,-0.0,0,-10,-6542.7,,BM,0
TXN-01601,2026-03-17,SALE,INV-2603-1601,Rongai Home & Agro Supplies,Kiserian,Walk-in,Institution,CUS-1097,,Building Materials,Damp Proof Course 20m,12,1175.6,0.0377,14107.2,13575.36,911.13,10933.56,2641.8,,0,3393.84,0,3393.84,-10181.52,0,-12,-10933.56,,ER,0
TXN-01770,2026-04-30,SALE,INV-2604-1770,Rongai Home & Agro Supplies,Ongata Rongai,Walk-in,Contractor,CUS-1110,,Electrical,LED Bulb 12W,14,277.69,0.0996,3887.66,3500.45,177.72,2488.08,1012.37,,0,1750.22,0,1750.22,-1750.23,0,-14,-2488.08,,CN,0
TXN-00585,2025-06-13,EXPENSE,EXP-2506-0585,Rongai Home & Agro Supplies,Ongata Rongai,Back Office,,,,,,0,0,0,0,0,0,0,0,Security,10568,0,10568,0,0,0,0,0,Bank Transfer,BM,0
TXN-02120,2026-08-12,EXPENSE,EXP-2608-2120,Rongai Home & Agro Supplies,Kiserian,Back Office,,,,,,0,0,0,0,0,0,0,0,Repairs,3741.13,0,3741.13,0,0,0,0,0,Bank Transfer,BM,0
TXN-02069,2026-07-29,SALE,INV-2607-2069,Rongai Home & Agro Supplies,Kiserian,WhatsApp,Retail,CUS-1066,,Building Materials,2x2 Timber 12ft,2,542.4,0.03,1084.8,1052.26,415.08,830.16,222.1,,0,1052.26,0,1052.26,-0.0,0,-2,-830.16,,ER,0
TXN-01984,2026-07-04,SALE,INV-2607-1984,Rongai Home & Agro Supplies,Ongata Rongai,M-Pesa Till,Retail,CUS-1114,,Paints,Gloss Paint 4L,1,2569.96,0.01,2569.96,2544.26,1872.05,1872.05,672.21,,0,2544.26,0,2544.26,-0.0,0,-1,-1872.05,,JK,0
TXN-00766,2025-08-06,SALE,INV-2508-0766,Rongai Home & Agro Supplies,Ongata Rongai,M-Pesa Till,Retail,CUS-1167,,Paints,20L Emulsion Paint,1,5504.89,0.08,5504.89,5064.5,3984.92,3984.92,1079.58,,0,5064.5,0,5064.5,-0.0,0,-1,-3984.92,,JK,0
TXN-01442,2026-01-31,SALE,INV-2601-1442,Rongai Home & Agro Supplies,Ongata Rongai,Phone Order,Retail,CUS-1079,,Electrical,LED Bulb 12W,5,298.88,0.08,1494.4,1374.85,157.92,789.6,585.25,,0,1374.85,0,1374.85,-0.0,0,-5,-789.6,,JK,0
TXN-00512,2025-05-23,SALE,INV-2505-0512,Rongai Home & Agro Supplies,Kiserian,WhatsApp,Retail,CUS-1054,,Plumbing,PVC Tee 20mm,2,82.35,0.08,164.7,151.52,46.8,93.6,57.92,,0,151.52,0,151.52,-0.0,0,-2,-93.6,,BM,0
TXN-00281,2025-03-24,SALE,INV-2503-0281,Rongai Home & Agro Supplies,Kiserian,M-Pesa Till,Retail,CUS-1113,,Paints,20L Emulsion Paint,1,5325.98,0.08,5325.98,4899.9,3962.48,3962.48,937.42,,0,4899.9,0,4899.9,-0.0,0,-1,-3962.48,,AM,0
TXN-01203,2025-11-30,SALE,INV-2511-1203,Rongai Home & Agro Supplies,Kiserian,,Retail,CUS-1104,,Paints,Paint Brush 4in,4,179.32,0.01,717.28,710.11,99.48,397.92,312.19,,0,710.11,0,710.11,-0.0,0,-4,-397.92,,JK,0
TXN-00667,2025-07-08,SALE,INV-2507-0667,Rongai Home & Agro Supplies,Kiserian,Walk-in,Farmer,CUS-1033,,Electrical,LED Bulb 12W,1,277.25,0.08,277.25,255.07,155.34,155.34,99.73,,0,255.07,0,255.07,-0.0,0,-1,-155.34,,BM,0
TXN-01074,2025-10-27,SALE,INV-2510-1074,Rongai Home & Agro Supplies,Kiserian,WhatsApp,Retail,CUS-1039,,Animal Feeds,Chicken Feed 10kg,1,954.89,0.01,954.89,945.34,738.59,738.59,206.75,,0,945.34,0,945.34,-0.0,0,-1,-738.59,,JK,0
TXN-01932,2026-06-19,SALE,INV-2606-1932,Rongai Home & Agro Supplies,Ongata Rongai,Walk-in,Retail,CUS-1148,,Building Materials,2x2 Timber 12ft,4,554.4,0,2217.6,2217.6,424.52,1698.08,519.52,,0,2217.6,0,2217.6,-0.0,0,-4,-1698.08,,AM,0
TXN-01422,2026-01-26,SALE,INV-2601-1422,Rongai Home & Agro Supplies,Kiserian,M-Pesa Till,Retail,CUS-1144,,Electrical,Socket 13A,3,402.78,0,1208.34,1208.34,232.59,697.77,510.57,,0,1208.34,0,1208.34,-0.0,0,-3,-697.77,,CN,1
TXN-00529,2025-05-28,SALE,INV-2505-0529,Rongai Home & Agro Supplies,Ongata Rongai,Walk-in,Farmer,CUS-1001,,Plumbing,PVC Elbow 20mm,1,80.54,0.02,80.54,78.93,44.07,44.07,34.86,,0,78.93,0,78.93,-0.0,0,-1,-44.07,,JK,0
TXN-01763,2026-04-28,SALE,INV-2604-1763,Rongai Home & Agro Supplies,Ongata Rongai,M-Pesa Till,Farmer,CUS-1084,,Plumbing,PVC Tee 20mm,10,80.88,0.05,808.8,768.36,54.12,541.2,227.16,,0,768.36,0,768.36,-0.0,0,-10,-541.2,,AM,1
TXN-00655,2025-07-04,SALE,INV-2507-0655,Rongai Home & Agro Supplies,Ongata Rongai,M-Pesa Till,Retail,CUS-1031,,Building Materials,Cement 50kg,6,737.71,0.08,4426.26,4072.16,673.78,4042.68,29.48,,0,4072.16,0,4072.16,-0.0,0,MPESA,-4042.68,,AM,0
TXN-00504,2025-05-20,SALE,INV-2505-0504,Rongai Home & Agro Supplies,Kiserian,Walk-in,Reseller,CUS-1062,,Building Materials,Cement 50kg,9,831.06,0.0672,7479.54,6976.91,632.67,5694.03,1282.88,,0,6976.91,0,6976.91,-0.0,0,-9,-5694.03,,ER,0
TXN-01696,2026-04-11,SALE,INV-2604-1696,Rongai Home & Agro Supplies,Kiserian,M-Pesa Till,Farmer,CUS-1062,,Electrical,LED Bulb 12W,8,294.8,0.01,2358.4,2334.82,171.42,1371.36,963.46,,0,2334.82,0,2334.82,-0.0,0,-8,-1371.36,,BM,0
TXN-02198,2026-05-14,STOCK_ADJUSTMENT,ADJ-2605-2198,Rongai Home & Agro Supplies,Kiserian,Stock Count,,,,Plumbing,20mm PVC Pipe 6m,4,0,0,0,0,0,0,0,Stock Adjustment,0,0,0,0,0,0,4,2360,Manual count variance,BM,0
TXN-01343,2026-01-03,EXPENSE,EXP-2601-1343,Rongai Home & Agro Supplies,Kiserian,Back Office,,,,,,0,0,0,0,0,0,0,0,Rent,50000,0,50000,0,0,0,0,0,Cash,AM,0
TXN-01236,2025-12-09,SALE,INV-2512-1236,Rongai Home & Agro Supplies,Kiserian,Walk-in,Institution,CUS-1098,,Animal Feeds,Dairy Meal 25kg,4,2358.7,0.0419,9434.8,9039.48,1927.36,7709.44,1330.04,,0,9039.48,0,9039.48,-0.0,0,-4,-7709.44,,BM,0
TXN-00932,2025-09-19,SALE,INV-2509-0932,Rongai Home & Agro Supplies,Kiserian,M-Pesa Till,Contractor,CUS-1153,,Paints,Paint Brush 4in,8,178.7,0.0376,1429.6,1375.85,94.84,758.72,617.13,,0,0.0,0,0.0,-1375.85,0,-8,-758.72,,JK,0
TXN-01609,2026-03-19,SALE,INV-2603-1609,Rongai Home & Agro Supplies,Ongata Rongai,Phone Order,Retail,CUS-1125,,Agro Inputs,Foliar Feed 1L,1,963.97,0.03,963.97,935.05,638.51,638.51,296.54,,0,935.05,0,935.05,-0.0,0,-1,-638.51,,AM,0
TXN-01964,2026-06-29,SALE,INV-2606-1964,Rongai Home & Agro Supplies,Kiserian,WhatsApp,Retail,CUS-1002,,Building Materials,Galvanized Roofing Sheet 3m,1,1149.98,0.03,1149.98,1115.48,1006.17,1006.17,109.31,,0,1115.48,0,1115.48,-0.0,0,-1,-1006.17,,AM,0
TXN-01921,2026-06-15,EXPENSE,EXP-2606-1921,Rongai Home & Agro Supplies,Kiserian,Back Office,,,,,,0,0,0,0,0,0,0,0,Internet,4447.55,0,4447.55,0,0,0,0,0,Bank Transfer,ER,0
TXN-00157,2025-02-14,SALE,INV-2502-0157,Rongai Home & Agro Supplies,Kiserian,M-Pesa Till,Institution,CUS-1081,,Plumbing,20mm PVC Pipe 6m,4,845.59,0.0414,3382.36,3242.33,612.47,2449.88,792.45,,0,1621.16,0,1621.16,-1621.17,0,-4,-2449.88,,ER,0
TXN-01331,2025-12-31,SALE,INV-2512-1331,Rongai Home & Agro Supplies,Kiserian,M-Pesa Till,Contractor,CUS-1088,,Paints,Paint Brush 4in,3,178.13,0.0291,534.39,518.84,96.13,288.39,230.45,,0,259.42,0,259.42,-259.42,0,-3,-288.39,,DK,0
TXN-00358,2025-04-10,SALE,INV-2504-0358,Rongai Home & Agro Supplies,Kiserian,Walk-in,Retail,CUS-1108,,Building Materials,2x2 Timber 12ft,1,512.06,0,512.06,512.06,381.74,381.74,130.32,,0,512.06,0,512.06,-0.0,0,-1,-381.74,,AM,0
TXN-00643,2025-07-01,SALE,INV-2507-0643,Rongai Home & Agro Supplies,Ongata Rongai,Walk-in,Contractor,,,Building Materials,Binding Wire 25kg,11,4410.13,0.0482,48511.43,46173.18,3241.39,35655.29,10517.89,,0,0.0,0,0.0,-46173.18,0,-11,-35655.29,,AM,0
TXN-02033,2026-07-20,SALE,INV-2607-2033,Rongai Home & Agro Supplies,Kiserian,Walk-in,Farmer,CUS-1057,,Building Materials,Cement 50kg,2,787.08,0,1574.16,1574.16,694.79,1389.58,184.58,,0,1574.16,0,1574.16,-0.0,0,-2,-1389.58,,CN,0
TXN-00554,2025-06-04,SALE,INV-2506-0554,Rongai Home & Agro Supplies,Ongata Rongai,Credit Customer,Reseller,CUS-1140,,Agro Inputs,Foliar Feed 1L,6,1055.9,0.0347,6335.4,6115.56,598.85,3593.1,2522.46,,0,3057.78,0,3057.78,-3057.78,0,-6,-3593.1,,BM,0
TXN-01112,2025-11-05,SALE,INV-2511-1112,Rongai Home & Agro Supplies,Ongata Rongai,Walk-in,Retail,CUS-1008,,Hardware,Panga,1,908.1,0,908.1,908.1,549.15,549.15,358.95,,0,908.1,0,908.1,-0.0,0,-1,-549.15,,DK,0
TXN-01563,2026-03-07,EXPENSE,EXP-2603-1563,Rongai Home & Agro Supplies,Kiserian,Back Office,,,,,,0,0,0,0,0,0,0,0,Repairs,9893,0,9893,0,0,0,0,0,Bank Transfer,CN,0
TXN-00040,2025-01-11,SALE,INV-2501-0040,Rongai Home & Agro Supplies,Ongata Rongai,Walk-in,Retail,CUS-1179,,Plumbing,PVC Elbow 20mm,1,80.54,0.02,80.54,78.93,42.79,42.79,36.14,,0,78.93,0,78.93,-0.0,0,-1,-42.79,,CN,0
TXN-01717,2026-04-16,SALE,INV-2604-1717,Rongai Home & Agro Supplies,Kiserian,Phone Order,Retail,CUS-1005,,Building Materials,2x2 Timber 12ft,1,541.31,0,541.31,541.31,410.05,410.05,131.26,,0,541.31,0,541.31,-0.0,0,-1,-410.05,,ER,0
TXN-01312,2025-12-26,SALE,INV-2512-1312,Rongai Home & Agro Supplies,Kiserian,Walk-in,Retail,CUS-1010,,Paints,Gloss Paint 4L,1,2499.4,0,2499.4,2499.4,1747.62,1747.62,751.78,,0,2499.4,0,2499.4,-0.0,0,-1,-1747.62,,JK,0
TXN-00724,2025-07-24,SALE,INV-2507-0724,Rongai Home & Agro Supplies,Kiserian,Phone Order,Retail,CUS-1018,,Animal Feeds,Chicken Feed 10kg,1,926.74,0.01,926.74,917.47,795.11,795.11,122.36,,0,917.47,0,917.47,-0.0,0,-1,-795.11,,JK,0
TXN-00885,2025-09-06,EXPENSE,EXP-2509-0885,Rongai Home & Agro Supplies,Kiserian,Back Office,,,,,,0,0,0,0,0,0,0,0,Electricity,10556,0,10556,0,0,0,0,0,M-PESA,ER,0
TXN-01153,2025-11-17,SALE,INV-2511-1153,Rongai Home & Agro Supplies,Ongata Rongai,WhatsApp,Institution,CUS-1065,,Animal Feeds,Chicken Feed 10kg,4,1050.77,0.0537,4203.08,3977.37,741.32,2965.28,1012.09,,0,3977.37,0,3977.37,-0.0,0,-4,-2965.28,,DK,0
TXN-01829,2026-05-18,REFUND,REF-2605-1829,Rongai Home & Agro Supplies,Ongata Rongai,Counter,Retail,CUS-1009,,Building Materials,2x2 Timber 12ft,-1,558.46,0,0,461.23,419.81,0,-461.23,Customer Refund,461.23,0,461.23,0,0,461.23,0,0,refund,ER,0
TXN-00842,2025-08-26,SALE,INV-2508-0842,Rongai Home & Agro Supplies,Ongata Rongai,M-Pesa Till,Retail,CUS-1062,,Agro Inputs,DAP Fertilizer 50kg,1,5723.3,0,5723.3,5723.3,4369.9,4369.9,1353.4,,0,5723.3,0,5723.3,-0.0,0,-1,-4369.9,,AM,0
TXN-01269,2025-12-16,SALE,INV-2512-1269,Rongai Home & Agro Supplies,Kiserian,M-Pesa Till,Retail,CUS-1170,,Plumbing,20mm PVC Pipe 6m,4,836.5,0.05,3346.0,3178.7,592.83,2371.32,807.38,,0,3178.7,0,3178.7,-0.0,0,-4,-2371.32,,CN,1
TXN-01853,2026-05-26,SALE,INV-2605-1853,Rongai Home & Agro Supplies,Ongata Rongai,Walk-in,Farmer,CUS-1109,,Hardware,Padlock 50mm,2,671.77,0.08,1343.54,1236.06,445.45,890.9,345.16,,0,1236.06,0,1236.06,-0.0,0,-2,-890.9,,AM,0
TXN-00090,2025-01-27,SALE,INV-2501-0090,Rongai Home & Agro Supplies,Kiserian,Phone Order,Retail,CUS-1004,,Agro Inputs,CAN Fertilizer 50kg,1,4810.57,0.02,4810.57,4714.36,3979.43,3979.43,734.93,,0,4714.36,0,4714.36,-0.0,0,-1,-3979.43,,ER,0
TXN-01033,2025-10-15,SALE,INV-2510-1033,Rongai Home & Agro Supplies,Ongata Rongai,M-Pesa Till,Contractor,CUS-1120,,Paints,Paint Brush 4in,12,190.87,0.0593,2290.44,2154.62,95.62,1147.44,1007.18,,0,2154.62,0,2154.62,-0.0,0,-12,-1147.44,,BM,0
TXN-01300,2025-12-23,SALE,INV-2512-1300,Rongai Home & Agro Supplies,Ongata Rongai,Phone Order,Contractor,CUS-1052,,Building Materials,Galvanized Roofing Sheet 3m,12,1185.2,0.0255,14222.4,13859.73,919.95,11039.4,2820.33,,0,13859.73,0,13859.73,-0.0,0,-12,-11039.4,,JK,0
TXN-01621,2026-03-21,CUSTOMER_PAYMENT,RCPT-2603-1621,Rongai Home & Agro Supplies,Ongata Rongai,Collections,Contractor,CUS-1047,,,,0,0,0,0,0,0,0,0,Customer Collection,0,17958.0,0,17958.0,17958.0,0,0,0,M-PESA,DK,0
